"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This request has a test asserting that a response is received within a specific time limit (in this case 5 seconds). This is useful for ensuring consistent API performance.

You can access details of the response, such as response time, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","344","Response time <500ms verification Collection Details","Regression_Testing","Sun Jan 12 15:07:07 GMT 2025","passed","Sun Jan 12 15:07:08 GMT 2025","collection_details","scenario_based","",""
"This request has a test asserting that certain response headers are present or have an expected value.

You can access details of the response, such as headers, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","905","Defined formats are accepted Collection Details","Regression_Testing","Sun Jan 12 15:07:10 GMT 2025","passed","Sun Jan 12 15:07:11 GMT 2025","collection_details_dd","data_driven","",""
"The test on this request asserts that the reponse has a ""200 OK"" status.

You can check for any HTTP status code using the same mechanism, for example `pm.response.to.have.status(403)` if your API should return an ""Unauthorized"" response.","170","Status Code 404 Invalid Header Value verification Collection","Regression_Testing","Sun Jan 12 15:07:07 GMT 2025","passed","Sun Jan 12 15:07:07 GMT 2025","collection_details","scenario_based","",""
"This request has a test asserting that a response is received within a specific time limit (in this case 5 seconds). This is useful for ensuring consistent API performance.

You can access details of the response, such as response time, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","1191","Response time <500 ms verification Collection","Regression_Testing","Sun Jan 12 15:07:04 GMT 2025","failed","Sun Jan 12 15:07:05 GMT 2025","collection","scenario_based","",""
"The test on this request asserts that the reponse has a ""200 OK"" status.

You can check for any HTTP status code using the same mechanism, for example `pm.response.to.have.status(403)` if your API should return an ""Unauthorized"" response.","170","Status Code 500 Invalid Header Value verification Collection","Regression_Testing","Sun Jan 12 15:07:04 GMT 2025","passed","Sun Jan 12 15:07:04 GMT 2025","collection","scenario_based","",""
"This request has a test asserting that certain response headers are present or have an expected value.

You can access details of the response, such as headers, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","333","Result accepts xml Collection Details","Regression_Testing","Sun Jan 12 15:07:08 GMT 2025","passed","Sun Jan 12 15:07:08 GMT 2025","collection_details","scenario_based","",""
"This request has a test asserting that certain response headers are present or have an expected value.

You can access details of the response, such as headers, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","1099","Header verification Collection","Regression_Testing","Sun Jan 12 15:07:05 GMT 2025","passed","Sun Jan 12 15:07:06 GMT 2025","collection","scenario_based","",""
"This request has a test asserting that certain response headers are present or have an expected value.

You can access details of the response, such as headers, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","340","Defined formats are accepted Collection Details","Regression_Testing","Sun Jan 12 15:07:11 GMT 2025","passed","Sun Jan 12 15:07:12 GMT 2025","collection_details_dd","data_driven","",""
"The test on this request asserts that the reponse has a ""200 OK"" status.

You can check for any HTTP status code using the same mechanism, for example `pm.response.to.have.status(403)` if your API should return an ""Unauthorized"" response.","172","Status code 401 Invalid Key verification Collection Details","Regression_Testing","Sun Jan 12 15:07:07 GMT 2025","passed","Sun Jan 12 15:07:07 GMT 2025","collection_details","scenario_based","",""
"This request has a test asserting that certain response headers are present or have an expected value.

You can access details of the response, such as headers, on the `pm.response` object. See the [response object documentation](https://learning.postman.com/docs/writing-scripts/script-references/postman-sandbox-api-reference/#scripting-with-response-data) for other properties available.","343","Defined formats are accepted Collection Details","Regression_Testing","Sun Jan 12 15:07:12 GMT 2025","passed","Sun Jan 12 15:07:12 GMT 2025","collection_details_dd","data_driven","",""
"The test on this request asserts that the reponse has a ""200 OK"" status.

You can check for any HTTP status code using the same mechanism, for example `pm.response.to.have.status(403)` if your API should return an ""Unauthorized"" response.","1074","Status Code 200 verification Collection","Regression_Testing","Sun Jan 12 15:07:03 GMT 2025","failed","Sun Jan 12 15:07:04 GMT 2025","collection","scenario_based","",""
